,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
17964,3763,23.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,20002.513570129202
17965,8908,,,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.513570129202
17966,38740,29.0,4.5,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Urban,18,20002.513570129202
17967,21717,26.0,4.5,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.513570129202
17968,23874,31.0,4.7,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,21,20002.513570129202
17969,41715,36.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,29,20002.513570129202
17970,20001,28.0,5.0,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.513570129202
17971,10257,38.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51354969354
17972,33913,39.0,4.6,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,17,20002.51354967923
17973,24411,39.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,36,20002.513549671898
17974,17345,31.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,20002.513549671898
17975,15356,25.0,4.6,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,20002.513549671898
17976,24929,28.0,4.8,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.51354953928
17977,16140,30.0,3.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.51354953928
17978,8894,24.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.51354953928
17979,28703,26.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51354953928
17980,23102,29.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.51354925044
17981,18885,22.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.51354925044
17982,24358,38.0,5.0,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.51354925044
17983,7906,22.0,4.7,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.51354917063
17984,43132,35.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,20002.51354917063
17985,5304,36.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,,17,20002.51354912134
17986,15981,32.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,20002.51354912134
17987,39303,27.0,4.2,Sunny,Jam,0,Drinks,motorcycle,3.0,No,Urban,53,20002.51354912134
17988,24456,38.0,4.6,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51354893325
17989,5394,26.0,4.6,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,29,20002.51354893325
17990,6646,32.0,4.8,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,51,20002.51354893325
17991,8257,21.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.51354893325
17992,10002,33.0,4.3,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.513548866016
17993,34787,26.0,4.9,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29,20002.51354880786
17994,25357,29.0,4.8,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,11,20002.51354880786
17995,32962,,,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.51354880786
17996,18935,24.0,4.7,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,18,20002.51354880786
17997,44814,23.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.513548803687
17998,39161,32.0,4.6,Stormy,Low,2,Snack,electric_scooter,1.0,No,Urban,21,20002.513548803687
17999,18664,21.0,4.7,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.513548748117
18000,17770,32.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,20,20002.513548748117
18001,32402,21.0,4.6,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.513548675703
18002,7833,,,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,20002.513548675703
18003,22467,38.0,4.9,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,38,20002.513548672014
18004,8443,32.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.513548672014
18005,43390,24.0,4.9,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.513548495437
18006,33041,28.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,13,20002.513548495437
18007,30094,37.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,17,20002.513548413466
18008,13948,32.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,23,20002.51354828981
18009,15213,21.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,17,20002.51354828981
18010,11804,30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.51354828981
18011,33879,32.0,3.8,Stormy,Jam,1,Buffet,scooter,1.0,No,Urban,34,20002.51354828981
18012,31387,36.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,39,20002.513548267576
18013,26520,,,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,20002.513548267576
18014,17674,33.0,4.7,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,20002.513548267576
18015,17060,38.0,4.5,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.513548212744
18016,3069,36.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,48,20002.513548212744
18017,7029,33.0,5.0,Fog,Jam,2,Buffet,motorcycle,1.0,No,Urban,29,20002.513548212744
18018,5942,24.0,4.9,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,25,20002.513443211963
18019,30673,24.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,24,20002.513443211963
18020,36091,33.0,3.7,Stormy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,44,20002.513443211963
18021,34479,38.0,5.0,Sunny,Low,2,Meal,scooter,0.0,No,Urban,23,20002.513443211963
18022,19554,39.0,4.7,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.513443211963
18023,41947,36.0,4.9,Stormy,High,2,Meal,electric_scooter,0.0,No,Metropolitian,25,20002.513443211963
18024,19210,20.0,4.7,Stormy,High,2,Meal,electric_scooter,1.0,No,Urban,15,20002.513443211963
18025,16778,38.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,46,20002.513443211963
18026,34949,37.0,4.8,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,20002.513443211963
18027,32920,37.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.513443211963
18028,3318,37.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.513443211963
18029,16946,35.0,4.2,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,39,20002.513443211963
18030,27685,,,Stormy,Low,2,Meal,scooter,1.0,No,Urban,12,20002.513443211963
18031,1878,25.0,4.9,Sandstorms,High,2,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.513443211963
18032,28484,34.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.513443211963
18033,34833,26.0,4.2,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.513443211963
18034,22464,26.0,4.5,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,16,20002.513443211963
18035,28037,39.0,4.7,Fog,Medium,1,Meal,scooter,,No,Metropolitian,19,20002.513443211963
18036,36097,20.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Urban,16,20002.513443211963
18037,20158,32.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,20002.513443211963
18038,838,32.0,3.8,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.513443211963
18039,29473,25.0,4.6,Sunny,Jam,1,Drinks,scooter,,No,Urban,13,20002.513443211963
18040,33669,31.0,4.5,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,19,20002.513443211963
18041,44187,30.0,4.6,Stormy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,48,20002.513443211963
18042,27971,30.0,4.2,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,53,20002.513443211963
18043,25585,20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,,No,Metropolitian,18,20002.513443211963
18044,26642,29.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,,27,20002.513443211963
18045,18464,28.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.513443211963
18046,9682,28.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.513443211963
18047,7751,39.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,43,20002.513443211963
18048,37850,39.0,4.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,42,20002.513443211963
18049,33398,21.0,5.0,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,33,20002.513443211963
18050,7592,21.0,5.0,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.513443211963
18051,6489,27.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,20002.513443211963
18052,3760,25.0,5.0,Stormy,Jam,1,Snack,scooter,1.0,No,Urban,27,20002.513443211963
18053,36795,27.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28,20002.513443211963
18054,37777,33.0,4.7,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,20002.513443211963
18055,20349,28.0,4.6,Sandstorms,High,1,Drinks,scooter,1.0,No,Urban,28,20002.513443211963
18056,22831,30.0,4.4,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.513443211963
18057,7229,38.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.513443211963
18058,14087,31.0,4.6,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,24,20002.513443211963
18059,41910,38.0,4.8,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.513443211963
18060,45519,35.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.513443211963
18061,24575,38.0,5.0,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.513443211963
18062,32025,31.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,,No,Metropolitian,40,20002.513443211963
18063,30091,39.0,5.0,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,20002.513443211963
18064,19149,34.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,20,20002.513443211963
18065,5573,28.0,4.9,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,24,20002.513443211963
18066,14317,39.0,3.5,Stormy,Jam,1,Meal,scooter,,No,Metropolitian,40,20002.513443211963
18067,30731,36.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,36,20002.513443211963
18068,20217,31.0,4.9,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,18,20002.513443211963
18069,33172,27.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,34,20002.513443211963
18070,41439,30.0,4.6,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.513443211963
18071,16975,37.0,4.7,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,20002.513443211963
18072,9967,28.0,4.6,Fog,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.513443211963
18073,7806,35.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,28,20002.513443211963
18074,6989,22.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,39,20002.513443211963
18075,33949,36.0,4.8,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.513443211963
18076,7977,30.0,4.8,Windy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,30,20002.513443211963
18077,26172,33.0,4.6,Fog,Medium,0,Meal,motorcycle,3.0,Yes,Urban,43,20002.513443211963
18078,33850,39.0,4.9,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,40,20002.513443211963
18079,6718,22.0,4.2,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.513443211963
18080,42131,21.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,26,20002.513443211963
18081,15368,27.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.513443211963
18082,9731,28.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.513443211963
18083,32944,25.0,4.6,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,11,20002.513443211963
18084,29447,30.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,20,20002.513443211963
18085,3458,33.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,29,20002.513443211963
18086,34593,21.0,4.8,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.513443211963
18087,43846,23.0,4.6,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,20002.513443211963
18088,12240,35.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.513443211963
18089,13884,23.0,4.8,Stormy,Jam,1,Buffet,scooter,1.0,No,Urban,26,20002.513443211963
18090,44854,36.0,4.5,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.513443211963
18091,13882,27.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,20,20002.513443211963
18092,7902,35.0,4.3,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,20002.513443211963
18093,17379,29.0,4.0,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.513443211963
18094,25401,28.0,4.7,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Urban,24,20002.513443211963
18095,8134,28.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.513443211963
18096,14160,30.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,46,20002.513443211963
18097,29805,23.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.513443211963
18098,6808,27.0,5.0,Fog,Low,1,Drinks,scooter,0.0,No,Urban,12,20002.513443211963
18099,32716,34.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,26,20002.513443211963
18100,31264,39.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.513443211963
18101,19920,26.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,,18,20002.513443211963
18102,26435,32.0,3.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.513443211963
18103,3582,25.0,4.8,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Urban,14,20002.513443211963
18104,15305,33.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.513443211963
18105,19048,38.0,4.7,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.513443211963
18106,30067,36.0,4.5,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,16,20002.513443211963
18107,19837,29.0,4.5,Cloudy,Low,2,Meal,scooter,,No,Urban,14,20002.513443211963
18108,27806,32.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.513443211963
18109,31863,38.0,4.6,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.513443211963
18110,5975,24.0,4.5,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,17,20002.513443211963
18111,12060,33.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.513443211963
18112,44630,37.0,4.8,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,25,20002.513443211963
18113,26254,22.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,36,20002.513443211963
18114,17302,30.0,4.5,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,20002.513443211963
18115,31680,34.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,20002.513443211963
18116,12633,30.0,4.8,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,39,20002.513443211963
18117,38610,24.0,4.9,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.513443211963
18118,2785,31.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.513443211963
18119,29655,15.0,1.0,,,3,Drinks,scooter,1.0,No,Metropolitian,13,20002.513443211963
18120,2259,28.0,4.0,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,32,20002.513443211963
18121,42480,26.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,,24,20002.513443211963
18122,14144,31.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,,19,20002.513443211963
18123,30056,20.0,3.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.513443211963
18124,359,34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,20002.513443211963
18125,16248,32.0,5.0,Sunny,High,2,Meal,electric_scooter,1.0,No,Metropolitian,23,20002.513443211963
18126,36768,28.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.513443211963
18127,13950,35.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.513443211963
18128,26913,21.0,5.0,Stormy,Low,1,Drinks,motorcycle,1.0,,Urban,12,20002.513443211963
18129,38241,35.0,4.9,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,24,20002.513443211963
18130,8516,29.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,22,20002.513443211963
18131,13118,22.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.513443211963
18132,28759,24.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,,15,20002.513443211963
18133,20241,29.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.513443211963
18134,15575,20.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.513443211963
18135,15775,29.0,4.6,Fog,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,23,20002.513443211963
18136,19479,25.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,22,20002.513443211963
18137,15295,33.0,4.7,Stormy,Low,2,Buffet,motorcycle,,No,Metropolitian,18,20002.513443211963
18138,28167,32.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.513443211963
18139,10972,21.0,4.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,17,20002.513443211963
18140,18034,31.0,4.5,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,32,20002.513443211963
18141,1909,31.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.513443211963
18142,445,33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,20002.513443211963
18143,15908,36.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,,28,20002.513443211963
18144,26608,25.0,4.8,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,26,20002.513443211963
18145,7887,26.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,,13,20002.513443211963
18146,24287,21.0,4.8,Fog,Jam,0,Drinks,motorcycle,0.0,No,Urban,29,20002.513443211963
18147,35282,21.0,4.8,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,32,20002.513443211963
18148,13841,26.0,4.7,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.513443211963
18149,26187,32.0,4.6,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,24,20002.513443211963
18150,24263,36.0,4.3,Windy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,44,20002.513443211963
18151,17158,22.0,5.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.513443211963
18152,29062,35.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,20002.513443211963
18153,31480,33.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,21,20002.513443211963
18154,44416,33.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,41,20002.513443211963
18155,34390,36.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.513443211963
18156,16330,31.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20002.513443211963
18157,25865,30.0,4.5,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.513443211963
18158,22077,20.0,4.9,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,11,20002.513443211963
18159,39739,38.0,4.6,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.513443211963
18160,13928,31.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.513443211963
18161,23636,36.0,3.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,20002.513443211963
18162,6968,23.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,25,20002.513443211963
18163,12639,32.0,4.8,Fog,Jam,0,Snack,motorcycle,,No,Metropolitian,44,20002.513443211963
18164,16473,33.0,4.9,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,30,20002.513443211963
18165,23879,31.0,4.1,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,34,20002.513443211963
18166,12174,27.0,4.5,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.513443211963
18167,13923,22.0,4.3,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,43,20002.513443211963
18168,37868,36.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.513443211963
18169,36976,29.0,4.6,Sunny,High,2,Snack,motorcycle,1.0,No,Urban,18,20002.513443211963
18170,33127,39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.513443211963
18171,33137,25.0,4.9,Stormy,Low,2,Drinks,scooter,0.0,No,Urban,10,20002.513443211963
18172,35433,30.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.513443211963
18173,28372,20.0,4.5,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.513443211963
18174,41823,23.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,20002.513443211963
18175,41359,32.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,15,20002.513443211963
18176,40016,36.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.513443211963
18177,9689,28.0,5.0,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,15,20002.513443211963
18178,45356,25.0,2.7,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,39,20002.513443211963
18179,44127,32.0,4.7,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.513443211963
18180,28440,21.0,4.5,Cloudy,Low,0,Snack,motorcycle,,No,Metropolitian,21,20002.513443211963
18181,45405,27.0,4.8,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,13,20002.513443211963
18182,42331,32.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.513443211963
18183,29394,37.0,4.8,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.513443211963
18184,9124,31.0,4.2,Windy,Medium,2,Snack,scooter,1.0,No,Urban,37,20002.513443211963
18185,32183,29.0,4.6,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,14,20002.513443211963
18186,42500,33.0,4.3,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,38,20002.513443211963
18187,13450,24.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,,29,20002.513443211963
18188,7696,31.0,3.4,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,31,20002.513443211963
18189,7667,22.0,4.7,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,17,20002.513443211963
18190,40375,29.0,4.5,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,20002.513443211963
18191,28350,35.0,5.0,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.513443211963
18192,30445,22.0,4.8,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,16,20002.513443211963
18193,4521,23.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.513443211963
18194,11666,31.0,4.5,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,34,20002.513443211963
18195,10697,33.0,4.7,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,,26,20002.513443211963
18196,15225,33.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.513443211963
18197,2140,38.0,4.7,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.513443211963
18198,44825,29.0,4.7,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.513443211963
18199,800,27.0,4.5,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,20,20002.513443211963
18200,19681,30.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.513443211963
18201,27220,38.0,4.7,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.513443211963
18202,16305,34.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,26,20002.513443211963
18203,25623,28.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.513443211963
18204,31243,21.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.513443211963
18205,19078,36.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,17,20002.513443211963
18206,35523,36.0,4.9,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,20002.513443211963
18207,14251,27.0,5.0,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,10,20002.513443211963
18208,19564,20.0,4.6,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.513443211963
18209,31718,39.0,4.6,Cloudy,Jam,2,Drinks,scooter,0.0,No,Urban,35,20002.513443211963
